phi.hat,X,mBIC,t.BIC,dBIC,X.1,mMBIC,t.MBIC,dMBIC,X.2,mMDL,t.MDL,dMDL,X.3,mBS,t.BS,dBS,X.4,mWBS,t.WBS,dWBS
-0.082480896,BIC,3,"118, 244, 372",0.038,MBIC,3,"117, 244, 372",0.04,MDL,3,"117, 244, 372",0.04,BS,3,"115, 370, 242",0.052,WBS,3,"370, 242, 115",0.052
-0.043931719,BIC,3,"126, 251, 376",0,MBIC,3,"126, 252, 376",0.002,MDL,3,"126, 251, 376",0,BS,3,"124, 250, 375",0.008,WBS,3,"249, 375, 124",0.01
-0.012400259,BIC,3,"115, 251, 384",0.038,MBIC,3,"115, 251, 375",0.024,MDL,3,"115, 252, 376",0.024,BS,1,382,2.012,WBS,3,"374, 249, 113",0.034
-0.022382994,BIC,3,"130, 249, 376",0.012,MBIC,3,"130, 252, 376",0.01,MDL,3,"130, 252, 376",0.01,BS,3,"374, 128, 250",0.01,WBS,4,"250, 128, 374, 282",1.01
0.097263212,BIC,3,"127, 242, 374",0.024,MBIC,3,"127, 242, 374",0.024,MDL,3,"127, 242, 374",0.024,BS,3,"125, 372, 254",0.016,WBS,3,"372, 240, 125",0.032
-0.061167348,BIC,3,"126, 247, 376",0.008,MBIC,3,"122, 247, 376",0.016,MDL,3,"122, 247, 376",0.016,BS,3,"374, 120, 244",0.03,WBS,3,"120, 245, 374",0.028
0.077366179,BIC,3,"126, 251, 362",0.028,MBIC,3,"126, 252, 362",0.03,MDL,3,"126, 252, 362",0.03,BS,3,"360, 125, 250",0.036,WBS,3,"250, 125, 360",0.036
-0.06782628,BIC,3,"128, 251, 376",0.004,MBIC,3,"131, 251, 376",0.01,MDL,3,"128, 251, 375",0.006,BS,3,"126, 376, 253",0.004,WBS,3,"249, 374, 126",0.008
0.000442814,BIC,3,"125, 255, 377",0.012,MBIC,3,"125, 251, 385",0.02,MDL,3,"124, 255, 385",0.03,BS,3,"375, 108, 251",0.038,WBS,3,"253, 123, 375",0.012
0.000633304,BIC,3,"126, 252, 379",0.008,MBIC,3,"126, 251, 376",0,MDL,3,"126, 252, 376",0.002,BS,3,"124, 374, 249",0.012,WBS,3,"374, 249, 124",0.012
0.004537602,BIC,5,"120, 247, 312, 315, 375",2.022,MBIC,5,"118, 247, 312, 314, 376",2.024,MDL,4,"117, 118, 247, 377",1.026,BS,3,"245, 374, 116",0.036,WBS,5,"373, 116, 245, 310, 313",2.038
0.086470983,BIC,3,"126, 252, 386",0.022,MBIC,3,"125, 250, 386",0.024,MDL,3,"126, 250, 386",0.022,BS,1,123,2.006,WBS,3,"123, 384, 248",0.028
0.024927719,BIC,3,"126, 248, 379",0.012,MBIC,3,"128, 250, 377",0.008,MDL,3,"128, 250, 379",0.012,BS,3,"377, 124, 250",0.008,WBS,3,"377, 248, 124",0.012
0.166895585,BIC,4,"128, 239, 240, 376",1.026,MBIC,4,"133, 239, 240, 376",1.036,MDL,4,"124, 239, 240, 376",1.026,BS,1,122,2.008,WBS,3,"122, 248, 374",0.018
0.049268712,BIC,3,"130, 252, 376",0.01,MBIC,3,"130, 252, 376",0.01,MDL,3,"135, 252, 376",0.02,BS,3,"128, 250, 415",0.084,WBS,3,"374, 128, 250",0.01
-0.071104853,BIC,5,"72, 87, 126, 256, 376",2.01,MBIC,3,"127, 256, 376",0.012,MDL,3,"127, 257, 375",0.016,BS,1,70,2.112,WBS,4,"124, 254, 374, 70",1.014
-0.058455346,BIC,3,"126, 255, 374",0.012,MBIC,3,"125, 255, 374",0.014,MDL,3,"126, 255, 374",0.012,BS,3,"372, 124, 252",0.014,WBS,3,"124, 253, 372",0.016
-0.024423471,BIC,3,"124, 251, 368",0.02,MBIC,3,"124, 251, 368",0.02,MDL,3,"124, 251, 367",0.022,BS,3,"122, 366, 249",0.032,WBS,3,"122, 249, 366",0.032
0.035964593,BIC,3,"127, 251, 369",0.016,MBIC,3,"128, 251, 369",0.018,MDL,3,"126, 251, 369",0.014,BS,1,124,2.004,WBS,3,"124, 249, 367",0.026
0.002003734,BIC,4,"17, 126, 251, 378",1.004,MBIC,4,"16, 126, 256, 375",1.012,MDL,4,"16, 127, 256, 379",1.018,BS,3,"125, 376, 254",0.008,WBS,3,"376, 125, 254",0.008
-0.026323544,BIC,3,"126, 254, 381",0.016,MBIC,3,"126, 254, 379",0.012,MDL,3,"126, 254, 379",0.012,BS,1,124,2.004,WBS,3,"124, 237, 377",0.034
0.049645088,BIC,3,"126, 251, 372",0.008,MBIC,3,"128, 254, 372",0.018,MDL,3,"126, 253, 373",0.01,BS,3,"371, 124, 249",0.018,WBS,3,"370, 249, 124",0.02
0.088312061,BIC,3,"126, 251, 387",0.022,MBIC,3,"125, 251, 387",0.024,MDL,3,"125, 251, 387",0.024,BS,3,"385, 124, 249",0.026,WBS,3,"124, 249, 385",0.026
0.077737027,BIC,3,"185, 251, 367",0.136,MBIC,3,"168, 252, 369",0.1,MDL,3,"168, 250, 372",0.094,BS,3,"374, 166, 261",0.104,WBS,3,"367, 249, 166",0.102
-0.043655989,BIC,3,"131, 260, 374",0.032,MBIC,3,"129, 260, 376",0.024,MDL,3,"130, 260, 376",0.026,BS,3,"129, 270, 374",0.048,WBS,4,"258, 374, 129, 232",1.024
0.086661702,BIC,3,"133, 251, 377",0.016,MBIC,3,"133, 250, 379",0.022,MDL,3,"133, 250, 379",0.022,BS,1,375,2.002,WBS,3,"375, 131, 249",0.016
0.03350858,BIC,3,"126, 252, 379",0.008,MBIC,3,"126, 252, 379",0.008,MDL,5,"126, 252, 278, 279, 379",2.008,BS,3,"377, 124, 250",0.008,WBS,3,"377, 250, 124",0.008
-0.013632546,BIC,3,"130, 249, 376",0.012,MBIC,3,"127, 249, 377",0.008,MDL,3,"127, 250, 377",0.006,BS,3,"375, 125, 241",0.024,WBS,3,"125, 247, 375",0.012
0.01608559,BIC,3,"122, 252, 372",0.018,MBIC,3,"122, 249, 372",0.02,MDL,3,"117, 249, 372",0.03,BS,3,"370, 120, 237",0.052,WBS,3,"120, 247, 370",0.032
0.139214496,BIC,3,"126, 250, 383",0.016,MBIC,5,"111, 113, 128, 249, 383",2.022,MDL,7,"111, 113, 126, 186, 188, 249, 383",4.018,BS,2,"124, 247",1.246,WBS,2,"124, 247",1.246
0.094034043,BIC,3,"126, 252, 375",0.004,MBIC,3,"126, 252, 375",0.004,MDL,3,"126, 252, 376",0.002,BS,3,"374, 250, 101",0.056,WBS,3,"374, 124, 250",0.01
0.037494753,BIC,3,"127, 246, 373",0.018,MBIC,3,"127, 246, 373",0.018,MDL,3,"129, 246, 373",0.022,BS,3,"127, 371, 244",0.026,WBS,3,"127, 244, 371",0.026
0.019913694,BIC,3,"134, 250, 380",0.026,MBIC,3,"134, 270, 378",0.058,MDL,3,"134, 252, 377",0.02,BS,3,"390, 132, 268",0.074,WBS,3,"375, 248, 132",0.02
-0.019884369,BIC,3,"128, 251, 366",0.024,MBIC,3,"127, 248, 366",0.028,MDL,3,"127, 251, 366",0.022,BS,3,"364, 245, 122",0.044,WBS,3,"249, 125, 364",0.03
0.040186254,BIC,3,"125, 243, 374",0.022,MBIC,3,"125, 243, 374",0.022,MDL,3,"126, 243, 374",0.02,BS,3,"372, 123, 274",0.06,WBS,3,"372, 241, 123",0.034
0.079726651,BIC,3,"128, 246, 377",0.016,MBIC,3,"128, 252, 377",0.008,MDL,3,"128, 252, 377",0.008,BS,1,375,2.002,WBS,3,"375, 250, 126",0.004
-0.026662463,BIC,3,"128, 250, 370",0.018,MBIC,3,"128, 250, 370",0.018,MDL,3,"128, 250, 370",0.018,BS,1,368,2.016,WBS,3,"368, 126, 248",0.022
0.05136264,BIC,3,"125, 249, 376",0.006,MBIC,3,"129, 249, 376",0.01,MDL,3,"126, 249, 376",0.004,BS,1,126,2,WBS,3,"126, 374, 249",0.008
0.129824755,BIC,3,"126, 249, 373",0.01,MBIC,3,"126, 249, 373",0.01,MDL,3,"126, 250, 373",0.008,BS,3,"116, 371, 227",0.078,WBS,3,"124, 247, 371",0.022
-0.071541168,BIC,3,"127, 251, 378",0.006,MBIC,3,"127, 257, 377",0.016,MDL,3,"127, 251, 377",0.004,BS,3,"125, 376, 255",0.01,WBS,3,"376, 249, 125",0.006
0.020601897,BIC,3,"127, 252, 379",0.01,MBIC,3,"127, 252, 379",0.01,MDL,3,"126, 252, 379",0.008,BS,3,"125, 250, 377",0.006,WBS,3,"125, 377, 250",0.006
-0.052346097,BIC,3,"127, 250, 373",0.01,MBIC,3,"132, 250, 373",0.02,MDL,3,"132, 250, 373",0.02,BS,3,"376, 125, 248",0.008,WBS,3,"371, 248, 125",0.018
0.069885067,BIC,3,"126, 254, 377",0.008,MBIC,3,"126, 250, 377",0.004,MDL,6,"8, 9, 121, 126, 254, 376",3.006,BS,3,"377, 124, 248",0.012,WBS,3,"252, 124, 377",0.008
0.042239715,BIC,3,"126, 257, 376",0.012,MBIC,3,"125, 257, 376",0.014,MDL,3,"125, 257, 375",0.016,BS,1,373,2.006,WBS,3,"373, 255, 124",0.018
-0.053815758,BIC,3,"109, 248, 375",0.042,MBIC,4,"130, 131, 248, 376",1.014,MDL,4,"130, 131, 248, 377",1.016,BS,3,"374, 107, 246",0.052,WBS,3,"374, 246, 107",0.052
0.00088573,BIC,3,"125, 258, 383",0.03,MBIC,3,"124, 257, 383",0.03,MDL,6,"7, 9, 11, 124, 258, 389",3.044,BS,3,"122, 387, 256",0.04,WBS,3,"256, 387, 122",0.04
0.001602478,BIC,3,"109, 250, 377",0.038,MBIC,3,"109, 254, 375",0.042,MDL,3,"109, 254, 375",0.042,BS,1,373,2.006,WBS,3,"373, 252, 107",0.046
0.041900628,BIC,3,"121, 250, 376",0.012,MBIC,3,"121, 251, 375",0.012,MDL,3,"121, 250, 375",0.014,BS,3,"378, 248, 118",0.026,WBS,3,"373, 119, 248",0.026
0.034552457,BIC,3,"124, 252, 375",0.008,MBIC,3,"124, 253, 375",0.01,MDL,3,"124, 252, 375",0.008,BS,3,"122, 250, 374",0.014,WBS,3,"250, 373, 122",0.016
0.000514529,BIC,3,"119, 252, 384",0.032,MBIC,3,"119, 252, 377",0.018,MDL,3,"119, 252, 384",0.032,BS,1,382,2.012,WBS,3,"382, 250, 117",0.032
0.027870929,BIC,3,"120, 251, 374",0.016,MBIC,3,"120, 251, 379",0.018,MDL,3,"120, 257, 375",0.026,BS,1,118,2.016,WBS,3,"118, 249, 375",0.022
0.005939394,BIC,3,"123, 257, 376",0.018,MBIC,3,"123, 257, 376",0.018,MDL,3,"125, 257, 376",0.014,BS,3,"121, 255, 374",0.022,WBS,3,"121, 374, 255",0.022
0.004172873,BIC,3,"128, 253, 366",0.028,MBIC,3,"128, 250, 368",0.022,MDL,3,"127, 251, 366",0.022,BS,3,"364, 125, 244",0.04,WBS,3,"250, 125, 364",0.028
-0.070444913,BIC,3,"128, 248, 375",0.012,MBIC,3,"128, 248, 375",0.012,MDL,3,"128, 248, 371",0.02,BS,3,"374, 126, 241",0.024,WBS,3,"126, 241, 374",0.024
0.04442107,BIC,3,"126, 247, 381",0.018,MBIC,3,"126, 251, 381",0.01,MDL,3,"126, 246, 388",0.034,BS,1,406,2.06,WBS,3,"245, 379, 124",0.022
-0.019361209,BIC,3,"122, 250, 383",0.024,MBIC,3,"127, 250, 383",0.018,MDL,3,"122, 251, 383",0.022,BS,3,"381, 120, 247",0.03,WBS,3,"120, 249, 381",0.026
-0.047641327,BIC,3,"126, 252, 370",0.014,MBIC,3,"126, 253, 370",0.016,MDL,3,"126, 255, 370",0.02,BS,3,"124, 368, 251",0.02,WBS,3,"124, 251, 368",0.02
0.022426204,BIC,3,"127, 250, 364",0.028,MBIC,3,"130, 250, 364",0.034,MDL,3,"127, 250, 364",0.028,BS,3,"248, 372, 123",0.02,WBS,3,"362, 248, 125",0.036
-0.003107786,BIC,3,"120, 251, 332",0.1,MBIC,3,"120, 251, 332",0.1,MDL,3,"120, 251, 331",0.102,BS,1,118,2.016,WBS,3,"249, 118, 330",0.112
-0.038047018,BIC,3,"125, 252, 387",0.026,MBIC,3,"126, 252, 387",0.024,MDL,3,"126, 252, 387",0.024,BS,3,"125, 385, 259",0.036,WBS,3,"385, 250, 125",0.022
0.05641695,BIC,3,"122, 255, 378",0.02,MBIC,3,"123, 255, 376",0.014,MDL,3,"121, 255, 378",0.022,BS,1,119,2.014,WBS,3,"119, 374, 253",0.022
0.043372907,BIC,3,"126, 247, 376",0.008,MBIC,3,"127, 247, 373",0.016,MDL,3,"126, 247, 373",0.014,BS,3,"124, 379, 249",0.014,WBS,3,"249, 371, 124",0.018
0.031323451,BIC,5,"126, 249, 330, 332, 374",2.008,MBIC,3,"128, 249, 374",0.012,MDL,3,"128, 249, 374",0.012,BS,3,"125, 372, 247",0.018,WBS,3,"126, 247, 372",0.016
0.062217178,BIC,3,"125, 252, 373",0.01,MBIC,3,"125, 252, 373",0.01,MDL,3,"125, 252, 373",0.01,BS,3,"371, 123, 250",0.018,WBS,3,"371, 250, 123",0.018
0.022067382,BIC,3,"125, 251, 384",0.018,MBIC,3,"126, 250, 381",0.012,MDL,3,"125, 250, 384",0.02,BS,3,"382, 124, 256",0.026,WBS,3,"382, 248, 124",0.022
-0.024922247,BIC,3,"129, 255, 376",0.014,MBIC,3,"137, 211, 376",0.102,MDL,3,"137, 211, 383",0.116,BS,1,381,2.01,WBS,3,"381, 253, 135",0.032
-0.011954641,BIC,3,"149, 246, 378",0.06,MBIC,3,"149, 246, 376",0.056,MDL,3,"149, 246, 376",0.056,BS,1,374,2.004,WBS,3,"374, 244, 147",0.06
0.031654145,BIC,3,"126, 251, 381",0.01,MBIC,3,"126, 252, 376",0.002,MDL,3,"126, 252, 374",0.006,BS,1,124,2.004,WBS,3,"124, 374, 250",0.01
-0.002741732,BIC,3,"128, 245, 372",0.024,MBIC,3,"127, 245, 373",0.02,MDL,3,"128, 245, 374",0.02,BS,1,370,2.012,WBS,3,"370, 126, 243",0.028
0.028162334,BIC,3,"125, 260, 367",0.038,MBIC,3,"125, 259, 373",0.024,MDL,3,"125, 259, 367",0.036,BS,3,"123, 373, 263",0.036,WBS,3,"365, 257, 123",0.04
0.086845084,BIC,3,"126, 251, 376",0,MBIC,3,"126, 251, 376",0,MDL,3,"126, 248, 376",0.006,BS,3,"124, 374, 249",0.012,WBS,3,"374, 249, 124",0.012
-0.057132963,BIC,3,"124, 252, 374",0.01,MBIC,3,"124, 251, 374",0.008,MDL,3,"124, 252, 374",0.01,BS,1,122,2.008,WBS,3,"122, 250, 372",0.018
-0.05440826,BIC,3,"120, 249, 376",0.016,MBIC,3,"120, 250, 376",0.014,MDL,3,"120, 250, 374",0.018,BS,3,"374, 114, 248",0.034,WBS,4,"248, 118, 374, 438",1.026
-0.001765333,BIC,3,"129, 250, 376",0.008,MBIC,3,"129, 247, 382",0.026,MDL,3,"131, 247, 376",0.018,BS,1,383,2.014,WBS,3,"374, 248, 127",0.012
0.026597086,BIC,3,"124, 245, 378",0.02,MBIC,3,"131, 248, 378",0.02,MDL,5,"11, 12, 124, 249, 378",2.012,BS,3,"376, 122, 243",0.024,WBS,3,"243, 129, 376",0.022
0.008761463,BIC,3,"124, 255, 375",0.014,MBIC,3,"124, 255, 375",0.014,MDL,3,"127, 255, 375",0.012,BS,4,"121, 373, 202, 253",1.02,WBS,3,"122, 253, 373",0.018
-0.054323008,BIC,3,"127, 251, 373",0.008,MBIC,3,"127, 253, 373",0.012,MDL,3,"127, 253, 373",0.012,BS,3,"371, 125, 251",0.012,WBS,3,"371, 251, 125",0.012
-0.101580932,BIC,3,"127, 245, 375",0.016,MBIC,3,"127, 245, 376",0.014,MDL,3,"127, 250, 376",0.004,BS,3,"125, 374, 252",0.008,WBS,3,"243, 125, 374",0.022
0.008336179,BIC,3,"127, 251, 378",0.006,MBIC,3,"130, 252, 378",0.014,MDL,3,"127, 252, 378",0.008,BS,3,"125, 376, 248",0.008,WBS,3,"125, 250, 376",0.004
0.056013909,BIC,3,"128, 252, 376",0.006,MBIC,3,"128, 252, 376",0.006,MDL,3,"128, 251, 376",0.004,BS,1,126,2,WBS,3,"126, 374, 250",0.006
0.016711982,BIC,3,"132, 252, 365",0.036,MBIC,3,"126, 252, 365",0.024,MDL,3,"132, 254, 365",0.04,BS,3,"363, 124, 250",0.032,WBS,3,"250, 130, 363",0.036
0.037639929,BIC,3,"135, 248, 375",0.026,MBIC,4,"135, 252, 272, 375",1.022,MDL,6,"35, 37, 135, 251, 272, 375",3.02,BS,1,375,2.002,WBS,3,"373, 246, 133",0.03
0.023875736,BIC,3,"126, 255, 373",0.014,MBIC,3,"126, 251, 373",0.006,MDL,5,"2, 3, 126, 251, 373",2.006,BS,3,"124, 249, 381",0.018,WBS,3,"124, 371, 249",0.018
0.069877574,BIC,3,"126, 251, 376",0,MBIC,3,"125, 251, 376",0.002,MDL,3,"125, 251, 376",0.002,BS,1,374,2.004,WBS,3,"374, 249, 123",0.014
-0.123735708,BIC,3,"134, 252, 377",0.02,MBIC,4,"124, 125, 252, 375",1.006,MDL,4,"124, 125, 252, 375",1.006,BS,3,"132, 387, 250",0.036,WBS,3,"373, 250, 132",0.02
-0.069936559,BIC,4,"127, 215, 251, 373",1.008,MBIC,3,"136, 252, 373",0.028,MDL,4,"126, 215, 251, 374",1.004,BS,3,"134, 379, 249",0.026,WBS,3,"249, 372, 134",0.028
-0.02029173,BIC,3,"128, 249, 375",0.01,MBIC,3,"126, 249, 375",0.006,MDL,3,"127, 249, 377",0.008,BS,3,"374, 256, 126",0.014,WBS,3,"373, 247, 126",0.014
0.006150864,BIC,3,"128, 249, 372",0.016,MBIC,3,"124, 248, 375",0.012,MDL,3,"127, 249, 375",0.008,BS,3,"122, 373, 261",0.034,WBS,3,"247, 373, 122",0.022
-0.049090425,BIC,3,"131, 250, 381",0.022,MBIC,3,"131, 251, 386",0.03,MDL,3,"131, 250, 385",0.03,BS,3,"379, 247, 121",0.024,WBS,3,"247, 129, 379",0.02
-0.071992382,BIC,3,"127, 251, 375",0.004,MBIC,3,"126, 251, 375",0.002,MDL,3,"127, 251, 374",0.006,BS,3,"373, 125, 226",0.058,WBS,3,"125, 249, 373",0.012
0.091336189,BIC,3,"125, 251, 375",0.004,MBIC,3,"124, 248, 375",0.012,MDL,3,"125, 251, 377",0.004,BS,1,381,2.01,WBS,3,"249, 373, 124",0.014
0.133689872,BIC,3,"126, 243, 376",0.016,MBIC,3,"129, 243, 375",0.024,MDL,3,"126, 243, 375",0.018,BS,1,373,2.006,WBS,3,"373, 241, 123",0.032
0.009849124,BIC,3,"128, 246, 371",0.024,MBIC,3,"127, 246, 371",0.022,MDL,3,"127, 246, 371",0.022,BS,3,"125, 244, 369",0.03,WBS,3,"125, 244, 369",0.03
0.037804225,BIC,3,"120, 249, 376",0.016,MBIC,3,"120, 249, 377",0.018,MDL,3,"120, 248, 377",0.02,BS,3,"375, 118, 247",0.026,WBS,3,"375, 247, 118",0.026
0.031169016,BIC,3,"128, 251, 376",0.004,MBIC,3,"128, 251, 376",0.004,MDL,3,"128, 249, 376",0.008,BS,3,"126, 374, 246",0.014,WBS,3,"126, 249, 374",0.008
0.043599236,BIC,3,"123, 249, 376",0.01,MBIC,3,"126, 249, 375",0.006,MDL,3,"126, 248, 375",0.008,BS,3,"374, 247, 119",0.026,WBS,3,"374, 124, 246",0.018
-0.091597251,BIC,3,"123, 250, 378",0.012,MBIC,3,"123, 251, 378",0.01,MDL,3,"123, 251, 376",0.006,BS,3,"374, 121, 249",0.018,WBS,7,"121, 249, 374, 415, 96, 421, 93",4.018
0.106935316,BIC,3,"121, 262, 376",0.032,MBIC,3,"126, 262, 378",0.026,MDL,3,"126, 262, 375",0.024,BS,1,124,2.004,WBS,3,"124, 260, 373",0.028
-0.023723885,BIC,3,"127, 246, 376",0.012,MBIC,3,"126, 246, 377",0.012,MDL,3,"126, 246, 376",0.01,BS,3,"375, 237, 124",0.034,WBS,3,"244, 124, 375",0.02
-0.112040555,BIC,3,"127, 244, 380",0.024,MBIC,3,"127, 252, 380",0.012,MDL,3,"130, 244, 377",0.024,BS,3,"378, 125, 254",0.012,WBS,4,"378, 242, 122, 345",1.03
-0.017203266,BIC,3,"126, 245, 377",0.014,MBIC,3,"127, 245, 377",0.016,MDL,3,"126, 245, 377",0.014,BS,3,"124, 375, 243",0.022,WBS,3,"124, 243, 375",0.022
0.017950672,BIC,3,"121, 251, 363",0.036,MBIC,3,"121, 251, 363",0.036,MDL,4,"2, 121, 251, 363",1.036,BS,0,NA,3,WBS,3,"249, 361, 119",0.048
0.010397395,BIC,3,"126, 252, 370",0.014,MBIC,3,"127, 252, 370",0.016,MDL,3,"126, 252, 363",0.028,BS,1,368,2.016,WBS,3,"368, 124, 250",0.022
-0.037421838,BIC,3,"126, 242, 376",0.018,MBIC,3,"126, 242, 376",0.018,MDL,3,"124, 242, 376",0.022,BS,1,374,2.004,WBS,3,"374, 240, 124",0.03
0.051302791,BIC,3,"125, 246, 385",0.03,MBIC,3,"125, 246, 391",0.042,MDL,3,"126, 248, 385",0.024,BS,3,"123, 383, 217",0.088,WBS,3,"123, 244, 383",0.034
-0.084885775,BIC,3,"126, 251, 378",0.004,MBIC,3,"129, 251, 379",0.012,MDL,3,"126, 251, 379",0.006,BS,3,"124, 249, 377",0.01,WBS,3,"249, 377, 124",0.01
-0.041119611,BIC,3,"127, 252, 376",0.004,MBIC,3,"127, 252, 376",0.004,MDL,3,"127, 252, 376",0.004,BS,3,"374, 125, 227",0.054,WBS,3,"125, 250, 374",0.008
0.037010572,BIC,3,"127, 251, 374",0.006,MBIC,3,"127, 251, 376",0.002,MDL,3,"127, 252, 376",0.004,BS,3,"125, 374, 249",0.01,WBS,3,"374, 249, 125",0.01
-0.025197057,BIC,5,"126, 248, 374, 435, 436",2.01,MBIC,3,"126, 248, 374",0.01,MDL,3,"126, 248, 374",0.01,BS,3,"372, 124, 246",0.022,WBS,3,"124, 246, 372",0.022
0.139839416,BIC,3,"128, 254, 384",0.026,MBIC,3,"128, 254, 379",0.016,MDL,3,"128, 255, 379",0.018,BS,1,126,2,WBS,3,"126, 253, 377",0.006
-0.074962142,BIC,3,"128, 249, 377",0.01,MBIC,3,"127, 252, 375",0.006,MDL,3,"127, 252, 375",0.006,BS,3,"250, 125, 373",0.01,WBS,3,"125, 373, 250",0.01
-0.01893424,BIC,3,"108, 259, 373",0.058,MBIC,3,"108, 259, 373",0.058,MDL,3,"108, 259, 373",0.058,BS,3,"384, 257, 106",0.068,WBS,3,"371, 106, 257",0.062
0.034576681,BIC,3,"126, 251, 367",0.018,MBIC,3,"125, 253, 366",0.026,MDL,3,"126, 251, 367",0.018,BS,3,"124, 249, 365",0.03,WBS,3,"124, 249, 365",0.03
0.007589892,BIC,3,"114, 252, 376",0.026,MBIC,3,"113, 250, 376",0.028,MDL,3,"114, 250, 373",0.032,BS,3,"112, 374, 248",0.038,WBS,3,"374, 248, 112",0.038
0.155526413,BIC,3,"125, 250, 375",0.006,MBIC,3,"126, 251, 376",0,MDL,3,"126, 251, 375",0.002,BS,1,374,2.004,WBS,3,"374, 248, 122",0.018
-0.014108593,BIC,3,"124, 251, 381",0.014,MBIC,3,"125, 251, 381",0.012,MDL,3,"122, 251, 381",0.018,BS,3,"120, 379, 244",0.032,WBS,3,"120, 249, 379",0.022
-0.066625339,BIC,3,"123, 256, 377",0.018,MBIC,3,"127, 253, 377",0.008,MDL,3,"127, 255, 377",0.012,BS,3,"125, 375, 253",0.008,WBS,3,"253, 375, 125",0.008
0.055997131,BIC,4,"123, 250, 380, 403",1.016,MBIC,3,"125, 249, 380",0.014,MDL,3,"126, 249, 380",0.012,BS,3,"378, 106, 247",0.052,WBS,3,"124, 247, 378",0.016
-0.009042487,BIC,4,"127, 252, 382, 384",1.016,MBIC,4,"119, 253, 382, 384",1.03,MDL,4,"127, 254, 382, 384",1.02,BS,3,"125, 251, 380",0.01,WBS,3,"251, 380, 125",0.01
0.046693714,BIC,3,"127, 232, 376",0.04,MBIC,3,"126, 232, 377",0.04,MDL,3,"127, 232, 376",0.04,BS,1,125,2.002,WBS,3,"125, 374, 230",0.048
-0.010701559,BIC,3,"121, 242, 375",0.03,MBIC,3,"121, 242, 375",0.03,MDL,3,"121, 242, 382",0.04,BS,3,"381, 249, 91",0.084,WBS,3,"373, 119, 240",0.042
0.02087547,BIC,3,"126, 253, 372",0.012,MBIC,3,"126, 251, 373",0.006,MDL,3,"126, 251, 372",0.008,BS,3,"371, 124, 249",0.018,WBS,3,"249, 124, 371",0.018
-0.031634553,BIC,3,"127, 246, 369",0.026,MBIC,3,"127, 246, 369",0.026,MDL,3,"127, 246, 369",0.026,BS,3,"367, 125, 255",0.028,WBS,3,"367, 244, 125",0.034
0.081412317,BIC,3,"123, 256, 368",0.032,MBIC,3,"126, 256, 368",0.026,MDL,3,"126, 256, 368",0.026,BS,1,118,2.016,WBS,3,"366, 254, 123",0.032
0.043901472,BIC,3,"128, 252, 376",0.006,MBIC,3,"128, 252, 377",0.008,MDL,3,"128, 252, 380",0.014,BS,1,124,2.004,WBS,3,"126, 375, 250",0.004
-0.036892099,BIC,4,"126, 255, 346, 370",1.02,MBIC,4,"129, 254, 346, 367",1.03,MDL,4,"127, 255, 346, 367",1.028,BS,3,"374, 125, 252",0.008,WBS,4,"125, 252, 365, 344",1.026
0.003733994,BIC,3,"126, 250, 364",0.026,MBIC,3,"126, 250, 364",0.026,MDL,3,"126, 250, 365",0.024,BS,3,"374, 124, 248",0.014,WBS,3,"362, 248, 124",0.038
0.034219368,BIC,3,"135, 250, 373",0.026,MBIC,3,"135, 250, 373",0.026,MDL,3,"135, 250, 374",0.024,BS,1,122,2.008,WBS,3,"133, 372, 248",0.028
0.058806272,BIC,3,"126, 252, 376",0.002,MBIC,3,"128, 252, 376",0.006,MDL,3,"126, 252, 376",0.002,BS,3,"124, 250, 374",0.01,WBS,3,"250, 374, 124",0.01
0.14620445,BIC,3,"129, 257, 376",0.018,MBIC,3,"129, 257, 376",0.018,MDL,3,"129, 257, 376",0.018,BS,1,127,2.002,WBS,3,"127, 255, 374",0.014
-0.124802516,BIC,3,"128, 256, 378",0.018,MBIC,3,"128, 256, 378",0.018,MDL,3,"128, 256, 377",0.016,BS,3,"126, 376, 254",0.006,WBS,5,"376, 254, 126, 423, 419",2.006
-0.04376002,BIC,5,"126, 189, 194, 253, 392",2.036,MBIC,3,"126, 250, 392",0.034,MDL,3,"126, 252, 392",0.034,BS,3,"124, 251, 390",0.032,WBS,5,"124, 251, 390, 192, 187",2.032
-0.036204237,BIC,3,"129, 242, 376",0.024,MBIC,3,"129, 243, 367",0.04,MDL,3,"129, 242, 376",0.024,BS,3,"374, 127, 249",0.01,WBS,3,"365, 241, 127",0.044
0.070127288,BIC,3,"137, 251, 376",0.022,MBIC,3,"137, 251, 376",0.022,MDL,3,"137, 251, 376",0.022,BS,1,113,2.026,WBS,3,"113, 249, 374",0.034
0.068990564,BIC,3,"141, 230, 376",0.072,MBIC,3,"141, 230, 377",0.074,MDL,5,"72, 74, 141, 230, 375",2.074,BS,1,373,2.006,WBS,3,"373, 139, 228",0.078
0.009104128,BIC,3,"126, 255, 377",0.01,MBIC,3,"125, 255, 378",0.014,MDL,3,"126, 255, 377",0.01,BS,3,"124, 253, 376",0.008,WBS,3,"124, 375, 253",0.01
-0.077840233,BIC,3,"127, 250, 378",0.008,MBIC,3,"129, 250, 378",0.012,MDL,3,"129, 250, 376",0.008,BS,3,"248, 376, 125",0.008,WBS,3,"376, 127, 248",0.008
0.082066589,BIC,3,"128, 251, 376",0.004,MBIC,3,"129, 244, 376",0.02,MDL,3,"129, 251, 376",0.006,BS,1,382,2.012,WBS,3,"249, 374, 126",0.008
