phi.hat,X,mBIC,t.BIC,dBIC,X.1,mMBIC,t.MBIC,dMBIC,X.2,mMDL,t.MDL,dMDL,X.3,mBS,t.BS,dBS,X.4,mWBS,t.WBS,dWBS
-0.063613039,BIC,3,"117, 251, 367",0.036,MBIC,3,"117, 243, 366",0.054,MDL,3,"117, 251, 366",0.038,BS,3,"115, 249, 376",0.026,WBS,3,"115, 364, 249",0.05
0.05772378,BIC,3,"126, 251, 375",0.002,MBIC,3,"127, 251, 375",0.004,MDL,3,"126, 251, 376",0,BS,3,"373, 115, 249",0.032,WBS,3,"125, 249, 373",0.012
-0.109383728,BIC,3,"126, 251, 379",0.006,MBIC,3,"126, 251, 379",0.006,MDL,3,"126, 250, 383",0.016,BS,3,"124, 377, 242",0.024,WBS,3,"124, 249, 377",0.01
-0.036513267,BIC,3,"125, 251, 375",0.004,MBIC,3,"125, 251, 375",0.004,MDL,3,"125, 251, 375",0.004,BS,3,"123, 373, 249",0.016,WBS,3,"249, 373, 123",0.016
-0.018260437,BIC,3,"128, 247, 371",0.022,MBIC,3,"127, 251, 371",0.012,MDL,3,"127, 247, 371",0.02,BS,3,"245, 374, 115",0.038,WBS,3,"369, 245, 125",0.028
-0.104770125,BIC,3,"132, 251, 382",0.024,MBIC,3,"132, 251, 382",0.024,MDL,3,"132, 251, 382",0.024,BS,3,"380, 249, 130",0.02,WBS,3,"380, 130, 249",0.02
0.052668856,BIC,3,"135, 251, 376",0.018,MBIC,3,"135, 251, 376",0.018,MDL,3,"135, 251, 376",0.018,BS,3,"133, 374, 251",0.018,WBS,3,"249, 374, 133",0.022
0.009893483,BIC,3,"126, 247, 382",0.02,MBIC,3,"126, 252, 382",0.014,MDL,3,"126, 244, 382",0.026,BS,3,"380, 124, 245",0.024,WBS,3,"380, 245, 124",0.024
-0.054053654,BIC,3,"126, 252, 377",0.004,MBIC,3,"126, 252, 377",0.004,MDL,5,"2, 3, 126, 253, 377",2.006,BS,3,"124, 375, 250",0.008,WBS,3,"375, 250, 124",0.008
0.096556534,BIC,3,"131, 250, 378",0.016,MBIC,3,"131, 251, 378",0.014,MDL,3,"126, 251, 378",0.004,BS,1,391,2.03,WBS,3,"376, 129, 249",0.01
-0.028330227,BIC,3,"122, 270, 376",0.046,MBIC,3,"126, 270, 376",0.038,MDL,3,"126, 270, 376",0.038,BS,3,"124, 375, 268",0.04,WBS,3,"374, 268, 124",0.042
0.0958943,BIC,3,"129, 253, 373",0.016,MBIC,3,"125, 253, 373",0.012,MDL,6,"13, 17, 19, 129, 251, 364",3.03,BS,3,"123, 371, 251",0.016,WBS,3,"371, 251, 123",0.016
0.088292325,BIC,3,"126, 250, 373",0.008,MBIC,3,"126, 250, 372",0.01,MDL,3,"126, 249, 371",0.014,BS,3,"124, 371, 248",0.02,WBS,3,"371, 248, 124",0.02
-0.042479813,BIC,3,"126, 252, 376",0.002,MBIC,3,"126, 251, 376",0,MDL,3,"126, 251, 376",0,BS,3,"249, 116, 381",0.034,WBS,3,"124, 249, 374",0.012
0.011716507,BIC,3,"119, 251, 372",0.022,MBIC,3,"119, 251, 371",0.024,MDL,5,"15, 16, 119, 251, 371",2.024,BS,1,117,2.018,WBS,3,"117, 249, 370",0.034
-0.066506703,BIC,3,"125, 251, 385",0.02,MBIC,3,"125, 251, 385",0.02,MDL,3,"125, 252, 385",0.022,BS,3,"383, 123, 249",0.024,WBS,3,"124, 249, 383",0.022
0.077099426,BIC,3,"126, 247, 376",0.008,MBIC,3,"126, 244, 376",0.014,MDL,3,"126, 247, 376",0.008,BS,3,"124, 384, 245",0.032,WBS,3,"245, 374, 124",0.02
0.066219796,BIC,3,"127, 218, 376",0.068,MBIC,3,"126, 218, 376",0.066,MDL,3,"127, 218, 376",0.068,BS,3,"124, 205, 374",0.1,WBS,3,"125, 216, 374",0.076
0.000897925,BIC,3,"129, 241, 379",0.032,MBIC,3,"126, 246, 375",0.012,MDL,3,"126, 241, 376",0.02,BS,3,"124, 373, 263",0.034,WBS,3,"373, 124, 239",0.034
0.049849924,BIC,3,"130, 260, 375",0.028,MBIC,3,"130, 258, 375",0.024,MDL,5,"62, 67, 124, 258, 375",2.02,BS,3,"256, 124, 373",0.02,WBS,3,"128, 256, 373",0.02
-0.019143578,BIC,3,"125, 250, 376",0.004,MBIC,3,"125, 251, 376",0.002,MDL,3,"124, 251, 376",0.004,BS,3,"122, 249, 384",0.028,WBS,3,"123, 374, 249",0.014
-0.035646675,BIC,3,"127, 252, 386",0.024,MBIC,3,"127, 252, 387",0.026,MDL,3,"127, 252, 386",0.024,BS,3,"250, 385, 125",0.022,WBS,3,"384, 250, 125",0.02
0.02038918,BIC,3,"130, 252, 376",0.01,MBIC,3,"128, 251, 376",0.004,MDL,3,"130, 251, 376",0.008,BS,1,378,2.004,WBS,3,"374, 128, 249",0.012
0.002433551,BIC,3,"128, 249, 378",0.012,MBIC,3,"128, 248, 378",0.014,MDL,3,"128, 248, 378",0.014,BS,3,"376, 118, 246",0.026,WBS,3,"246, 126, 376",0.01
0.045838002,BIC,3,"139, 250, 377",0.03,MBIC,3,"139, 251, 377",0.028,MDL,3,"139, 251, 378",0.03,BS,3,"375, 137, 282",0.086,WBS,3,"375, 249, 137",0.028
-0.125890292,BIC,3,"125, 248, 370",0.02,MBIC,3,"126, 249, 370",0.016,MDL,3,"126, 252, 370",0.014,BS,3,"369, 124, 224",0.072,WBS,3,"124, 250, 369",0.02
0.07912347,BIC,5,"146, 150, 254, 374, 499",2.05,MBIC,5,"146, 150, 254, 373, 499",2.052,MDL,6,"23, 24, 125, 254, 373, 499",3.014,BS,1,123,2.006,WBS,3,"371, 123, 252",0.018
-0.04912835,BIC,3,"124, 251, 374",0.008,MBIC,3,"124, 251, 375",0.006,MDL,3,"124, 251, 374",0.008,BS,3,"372, 122, 249",0.02,WBS,3,"122, 249, 372",0.02
0.034748763,BIC,3,"125, 253, 383",0.02,MBIC,3,"125, 253, 383",0.02,MDL,3,"125, 248, 383",0.022,BS,3,"381, 123, 251",0.016,WBS,3,"251, 123, 381",0.016
-0.009031397,BIC,3,"124, 255, 372",0.02,MBIC,3,"124, 255, 372",0.02,MDL,3,"124, 255, 372",0.02,BS,3,"116, 245, 408",0.096,WBS,3,"370, 122, 245",0.032
-0.068241216,BIC,3,"126, 253, 376",0.004,MBIC,3,"126, 252, 376",0.002,MDL,3,"126, 251, 378",0.004,BS,3,"124, 374, 251",0.008,WBS,3,"374, 250, 124",0.01
0.082239776,BIC,3,"126, 254, 376",0.006,MBIC,3,"127, 254, 376",0.008,MDL,4,"124, 125, 254, 375",1.01,BS,1,123,2.006,WBS,3,"123, 252, 374",0.012
-0.02770936,BIC,3,"126, 257, 377",0.014,MBIC,3,"126, 257, 377",0.014,MDL,3,"126, 257, 377",0.014,BS,3,"255, 387, 124",0.034,WBS,3,"124, 375, 255",0.014
0.033046605,BIC,3,"123, 251, 375",0.008,MBIC,3,"125, 251, 376",0.002,MDL,3,"123, 251, 375",0.008,BS,1,121,2.01,WBS,3,"121, 374, 249",0.018
-0.053911828,BIC,3,"126, 250, 381",0.012,MBIC,3,"126, 250, 381",0.012,MDL,3,"126, 250, 381",0.012,BS,3,"380, 117, 213",0.102,WBS,3,"124, 250, 380",0.014
-0.006757397,BIC,3,"146, 254, 372",0.054,MBIC,3,"146, 254, 372",0.054,MDL,3,"146, 252, 372",0.05,BS,1,446,2.14,WBS,3,"252, 370, 144",0.05
-0.057654373,BIC,3,"116, 253, 378",0.028,MBIC,3,"116, 253, 378",0.028,MDL,7,"4, 5, 53, 54, 114, 253, 381",4.038,BS,3,"112, 376, 250",0.03,WBS,3,"114, 250, 376",0.026
0.067824697,BIC,3,"126, 258, 376",0.014,MBIC,3,"127, 259, 376",0.018,MDL,3,"127, 261, 376",0.022,BS,1,374,2.004,WBS,3,"374, 125, 259",0.022
0.042520794,BIC,3,"128, 256, 378",0.018,MBIC,3,"127, 251, 378",0.006,MDL,3,"127, 253, 378",0.01,BS,3,"376, 124, 249",0.008,WBS,3,"124, 251, 376",0.004
-0.051698646,BIC,5,"52, 74, 160, 245, 371",2.09,MBIC,3,"128, 245, 369",0.03,MDL,3,"160, 245, 369",0.094,BS,3,"126, 369, 248",0.02,WBS,3,"243, 367, 126",0.034
0.03406501,BIC,3,"113, 254, 386",0.052,MBIC,3,"113, 255, 386",0.054,MDL,3,"113, 254, 385",0.05,BS,1,383,2.014,WBS,3,"252, 111, 383",0.046
0.004965088,BIC,3,"127, 259, 359",0.052,MBIC,3,"127, 255, 359",0.044,MDL,3,"127, 259, 356",0.058,BS,1,374,2.004,WBS,3,"357, 257, 125",0.052
-0.091122774,BIC,3,"126, 251, 373",0.006,MBIC,3,"126, 251, 376",0,MDL,3,"126, 253, 376",0.004,BS,3,"124, 374, 249",0.012,WBS,3,"374, 249, 124",0.012
-0.056924969,BIC,3,"126, 253, 366",0.024,MBIC,3,"126, 252, 367",0.02,MDL,5,"2, 5, 127, 253, 366",2.026,BS,3,"364, 124, 252",0.03,WBS,3,"124, 252, 364",0.03
-0.043484944,BIC,3,"126, 246, 391",0.04,MBIC,3,"127, 246, 391",0.042,MDL,3,"126, 246, 391",0.04,BS,3,"244, 124, 389",0.044,WBS,3,"124, 389, 244",0.044
0.022626407,BIC,3,"132, 250, 374",0.018,MBIC,3,"132, 251, 374",0.016,MDL,3,"131, 253, 374",0.018,BS,3,"130, 372, 247",0.024,WBS,3,"130, 249, 372",0.02
-0.027332378,BIC,3,"127, 249, 376",0.006,MBIC,3,"124, 251, 376",0.004,MDL,3,"126, 251, 376",0,BS,3,"124, 391, 249",0.038,WBS,3,"249, 374, 124",0.012
-0.076878548,BIC,3,"126, 252, 391",0.032,MBIC,3,"127, 252, 392",0.036,MDL,3,"126, 252, 390",0.03,BS,3,"124, 390, 250",0.034,WBS,3,"124, 250, 390",0.034
0.084716802,BIC,3,"126, 263, 371",0.034,MBIC,3,"125, 263, 370",0.038,MDL,3,"125, 263, 370",0.038,BS,3,"369, 123, 262",0.042,WBS,3,"368, 261, 123",0.042
-0.022904101,BIC,3,"123, 251, 382",0.018,MBIC,3,"124, 251, 382",0.016,MDL,3,"123, 251, 382",0.018,BS,4,"380, 121, 300, 249",1.022,WBS,3,"380, 249, 121",0.022
0.000877996,BIC,3,"124, 251, 385",0.022,MBIC,3,"124, 251, 385",0.022,MDL,3,"124, 251, 385",0.022,BS,3,"383, 122, 268",0.056,WBS,3,"373, 249, 122",0.018
-0.02312575,BIC,3,"126, 251, 375",0.002,MBIC,3,"119, 251, 378",0.018,MDL,3,"119, 251, 378",0.018,BS,3,"376, 108, 249",0.04,WBS,3,"117, 249, 376",0.022
0.029485063,BIC,3,"131, 254, 373",0.022,MBIC,3,"129, 253, 373",0.016,MDL,3,"129, 253, 373",0.016,BS,1,382,2.012,WBS,4,"371, 127, 251, 247",1.012
0.031515836,BIC,3,"135, 251, 376",0.018,MBIC,3,"135, 251, 376",0.018,MDL,3,"135, 251, 376",0.018,BS,3,"374, 126, 249",0.008,WBS,3,"249, 133, 374",0.022
-0.068180236,BIC,3,"126, 251, 376",0,MBIC,3,"127, 251, 376",0.002,MDL,3,"124, 251, 376",0.004,BS,3,"249, 124, 374",0.012,WBS,3,"124, 249, 374",0.012
0.036694582,BIC,3,"127, 251, 371",0.012,MBIC,3,"126, 251, 371",0.01,MDL,3,"127, 251, 377",0.004,BS,3,"249, 124, 373",0.014,WBS,3,"125, 369, 249",0.02
0.051882738,BIC,3,"127, 249, 378",0.01,MBIC,3,"128, 249, 378",0.012,MDL,3,"127, 249, 378",0.01,BS,1,376,2,WBS,3,"247, 376, 125",0.01
-0.01425347,BIC,3,"129, 247, 376",0.014,MBIC,3,"129, 251, 374",0.01,MDL,3,"129, 251, 376",0.006,BS,3,"249, 374, 127",0.01,WBS,3,"374, 127, 249",0.01
-0.080939627,BIC,3,"112, 251, 376",0.028,MBIC,3,"112, 251, 376",0.028,MDL,3,"112, 251, 376",0.028,BS,3,"379, 110, 249",0.042,WBS,3,"379, 249, 110",0.042
-0.024743373,BIC,3,"125, 251, 383",0.016,MBIC,3,"126, 253, 383",0.018,MDL,3,"125, 251, 383",0.016,BS,3,"123, 381, 251",0.016,WBS,3,"249, 381, 123",0.02
-0.023224328,BIC,3,"128, 262, 376",0.026,MBIC,3,"128, 262, 376",0.026,MDL,3,"128, 262, 375",0.028,BS,3,"126, 374, 260",0.022,WBS,3,"374, 260, 126",0.022
0.037439229,BIC,3,"124, 242, 370",0.034,MBIC,3,"124, 242, 371",0.032,MDL,3,"123, 242, 371",0.034,BS,3,"122, 240, 378",0.034,WBS,3,"122, 369, 240",0.044
0.066479104,BIC,3,"126, 251, 377",0.002,MBIC,3,"126, 251, 377",0.002,MDL,3,"126, 251, 377",0.002,BS,3,"124, 375, 249",0.01,WBS,3,"124, 249, 375",0.01
0.00718494,BIC,3,"128, 250, 376",0.006,MBIC,3,"129, 250, 365",0.03,MDL,3,"128, 250, 376",0.006,BS,1,126,2,WBS,3,"126, 248, 374",0.01
-0.068382126,BIC,3,"127, 251, 374",0.006,MBIC,3,"126, 251, 372",0.008,MDL,3,"126, 251, 373",0.006,BS,3,"124, 249, 371",0.018,WBS,3,"371, 124, 249",0.018
-0.112764494,BIC,4,"62, 116, 251, 373",1.026,MBIC,3,"117, 251, 373",0.024,MDL,4,"62, 117, 252, 375",1.022,BS,3,"371, 245, 115",0.044,WBS,3,"249, 115, 371",0.036
0.02664277,BIC,3,"124, 254, 376",0.01,MBIC,3,"123, 253, 377",0.012,MDL,3,"124, 253, 377",0.01,BS,3,"122, 375, 255",0.018,WBS,3,"375, 251, 122",0.01
0.034064812,BIC,3,"130, 246, 380",0.026,MBIC,3,"129, 241, 380",0.034,MDL,3,"130, 246, 380",0.026,BS,1,127,2.002,WBS,3,"127, 239, 378",0.03
0.138048868,BIC,3,"129, 249, 371",0.02,MBIC,3,"129, 249, 371",0.02,MDL,3,"129, 249, 371",0.02,BS,0,NA,3,WBS,3,"369, 127, 247",0.024
0.055663779,BIC,3,"126, 251, 376",0,MBIC,3,"124, 250, 376",0.006,MDL,3,"126, 251, 376",0,BS,3,"374, 122, 248",0.018,WBS,3,"249, 124, 374",0.012
0.009831958,BIC,3,"128, 254, 377",0.012,MBIC,3,"132, 254, 376",0.018,MDL,4,"132, 255, 256, 376",1.02,BS,3,"130, 252, 374",0.014,WBS,3,"130, 374, 252",0.014
-0.023438827,BIC,3,"124, 252, 381",0.016,MBIC,3,"124, 252, 381",0.016,MDL,3,"128, 252, 381",0.016,BS,3,"122, 379, 242",0.032,WBS,3,"126, 250, 379",0.008
0.083695924,BIC,3,"121, 245, 379",0.028,MBIC,3,"121, 245, 374",0.026,MDL,3,"121, 245, 374",0.026,BS,1,119,2.014,WBS,3,"119, 243, 372",0.038
-0.006907818,BIC,3,"128, 256, 389",0.04,MBIC,3,"129, 256, 389",0.042,MDL,3,"128, 256, 389",0.04,BS,1,126,2,WBS,3,"126, 387, 254",0.028
0.082258832,BIC,3,"127, 253, 380",0.014,MBIC,3,"127, 254, 376",0.008,MDL,3,"127, 253, 376",0.006,BS,3,"125, 374, 252",0.008,WBS,3,"374, 251, 125",0.006
-0.075131511,BIC,3,"126, 251, 375",0.002,MBIC,3,"128, 251, 375",0.006,MDL,3,"126, 251, 374",0.004,BS,3,"122, 249, 373",0.018,WBS,3,"373, 124, 249",0.014
-0.033284732,BIC,3,"125, 250, 375",0.006,MBIC,3,"125, 253, 376",0.006,MDL,3,"126, 251, 376",0,BS,3,"123, 374, 251",0.01,WBS,3,"374, 248, 123",0.016
0.073976222,BIC,3,"143, 252, 375",0.038,MBIC,3,"143, 254, 375",0.042,MDL,3,"143, 251, 375",0.036,BS,3,"373, 122, 250",0.016,WBS,3,"250, 141, 373",0.038
0.168187769,BIC,3,"133, 251, 374",0.018,MBIC,3,"133, 251, 374",0.018,MDL,3,"133, 251, 377",0.016,BS,1,123,2.006,WBS,3,"131, 372, 249",0.022
0.004738617,BIC,3,"131, 250, 374",0.016,MBIC,3,"131, 250, 376",0.012,MDL,3,"113, 254, 376",0.032,BS,3,"111, 374, 252",0.036,WBS,3,"374, 248, 111",0.04
0.018520003,BIC,3,"127, 250, 376",0.004,MBIC,3,"127, 248, 376",0.008,MDL,3,"127, 247, 376",0.01,BS,3,"245, 374, 124",0.02,WBS,3,"125, 245, 374",0.018
0.079823825,BIC,3,"127, 250, 358",0.04,MBIC,3,"127, 252, 358",0.04,MDL,3,"127, 253, 358",0.042,BS,1,125,2.002,WBS,3,"125, 249, 356",0.046
-0.007562879,BIC,3,"125, 256, 379",0.018,MBIC,3,"124, 256, 380",0.022,MDL,3,"124, 256, 380",0.022,BS,3,"122, 263, 384",0.048,WBS,3,"263, 378, 122",0.036
0.050678111,BIC,3,"139, 251, 378",0.03,MBIC,3,"139, 251, 378",0.03,MDL,3,"139, 249, 378",0.034,BS,1,385,2.018,WBS,3,"376, 249, 137",0.026
0.037324405,BIC,3,"139, 246, 379",0.042,MBIC,3,"139, 249, 379",0.036,MDL,3,"139, 249, 379",0.036,BS,3,"377, 117, 247",0.028,WBS,3,"247, 137, 377",0.032
0.088298907,BIC,3,"126, 253, 377",0.006,MBIC,3,"126, 253, 377",0.006,MDL,3,"126, 253, 377",0.006,BS,1,375,2.002,WBS,3,"375, 251, 124",0.006
-0.04688218,BIC,3,"126, 251, 387",0.022,MBIC,3,"126, 252, 387",0.024,MDL,3,"126, 252, 387",0.024,BS,3,"385, 124, 250",0.024,WBS,3,"124, 250, 385",0.024
0.072389983,BIC,3,"120, 251, 397",0.054,MBIC,3,"124, 251, 396",0.044,MDL,3,"125, 251, 395",0.04,BS,1,394,2.036,WBS,3,"394, 122, 249",0.048
-0.047283656,BIC,3,"125, 250, 376",0.004,MBIC,3,"127, 250, 376",0.004,MDL,3,"125, 249, 376",0.006,BS,3,"248, 374, 123",0.016,WBS,3,"374, 123, 248",0.016
-0.023546866,BIC,3,"127, 256, 378",0.016,MBIC,3,"126, 257, 378",0.016,MDL,3,"126, 257, 378",0.016,BS,3,"376, 124, 249",0.008,WBS,3,"124, 255, 376",0.012
0.009682449,BIC,3,"126, 254, 371",0.016,MBIC,3,"127, 254, 370",0.02,MDL,3,"126, 254, 371",0.016,BS,3,"124, 252, 374",0.01,WBS,3,"252, 367, 124",0.024
0.059100821,BIC,3,"125, 247, 380",0.018,MBIC,3,"124, 247, 380",0.02,MDL,3,"124, 245, 380",0.024,BS,3,"378, 245, 121",0.026,WBS,3,"378, 121, 245",0.026
-0.004260231,BIC,3,"123, 256, 377",0.018,MBIC,3,"123, 256, 377",0.018,MDL,3,"128, 256, 384",0.03,BS,3,"382, 254, 97",0.076,WBS,3,"375, 121, 254",0.018
-0.030085888,BIC,3,"126, 243, 375",0.018,MBIC,3,"124, 246, 375",0.016,MDL,3,"126, 243, 375",0.018,BS,3,"373, 124, 234",0.044,WBS,3,"124, 241, 373",0.03
0.019358937,BIC,3,"124, 254, 374",0.014,MBIC,3,"124, 258, 374",0.022,MDL,3,"131, 254, 374",0.02,BS,1,121,2.01,WBS,3,"252, 122, 372",0.018
-0.009343515,BIC,3,"124, 256, 374",0.018,MBIC,3,"124, 256, 375",0.016,MDL,3,"124, 258, 374",0.022,BS,3,"122, 372, 254",0.022,WBS,3,"372, 254, 122",0.022
-0.015995311,BIC,3,"133, 229, 374",0.062,MBIC,3,"133, 244, 374",0.032,MDL,3,"133, 229, 374",0.062,BS,3,"227, 396, 121",0.098,WBS,3,"131, 227, 372",0.066
0.033877396,BIC,3,"125, 254, 376",0.008,MBIC,3,"124, 247, 376",0.012,MDL,3,"125, 247, 376",0.01,BS,3,"245, 374, 122",0.024,WBS,3,"374, 123, 245",0.022
0.104215553,BIC,3,"129, 251, 373",0.012,MBIC,3,"129, 248, 373",0.018,MDL,3,"129, 251, 373",0.012,BS,1,125,2.002,WBS,3,"127, 249, 370",0.018
0.071929644,BIC,3,"124, 252, 379",0.012,MBIC,3,"127, 252, 379",0.01,MDL,3,"127, 251, 375",0.004,BS,3,"125, 250, 377",0.006,WBS,3,"373, 125, 250",0.01
-0.034001313,BIC,3,"132, 252, 364",0.038,MBIC,3,"132, 250, 364",0.038,MDL,3,"131, 252, 364",0.036,BS,3,"362, 124, 250",0.034,WBS,3,"250, 130, 362",0.038
0.021773251,BIC,3,"124, 251, 376",0.004,MBIC,3,"124, 253, 376",0.008,MDL,3,"124, 253, 376",0.008,BS,3,"374, 122, 249",0.016,WBS,3,"122, 251, 374",0.012
0.099888939,BIC,3,"122, 251, 380",0.016,MBIC,3,"122, 253, 381",0.022,MDL,3,"122, 251, 380",0.016,BS,3,"378, 136, 249",0.028,WBS,3,"378, 249, 136",0.028
-0.037364799,BIC,3,"126, 250, 373",0.008,MBIC,3,"128, 251, 373",0.01,MDL,3,"128, 251, 373",0.01,BS,3,"371, 249, 124",0.018,WBS,3,"249, 126, 371",0.014
0.020406698,BIC,3,"125, 250, 376",0.004,MBIC,3,"125, 250, 376",0.004,MDL,3,"125, 250, 376",0.004,BS,3,"123, 376, 248",0.012,WBS,3,"374, 248, 123",0.016
-0.02907992,BIC,3,"126, 250, 371",0.012,MBIC,3,"129, 251, 371",0.016,MDL,3,"129, 251, 371",0.016,BS,3,"120, 369, 248",0.032,WBS,3,"124, 248, 369",0.024
-0.028475744,BIC,3,"127, 254, 376",0.008,MBIC,3,"125, 252, 377",0.006,MDL,3,"125, 254, 379",0.014,BS,3,"123, 375, 252",0.01,WBS,3,"375, 252, 123",0.01
0.003636088,BIC,3,"147, 255, 383",0.064,MBIC,3,"148, 251, 380",0.052,MDL,3,"147, 251, 377",0.044,BS,1,382,2.012,WBS,3,"382, 249, 145",0.054
-0.037208163,BIC,3,"129, 251, 378",0.01,MBIC,3,"129, 251, 377",0.008,MDL,3,"129, 251, 378",0.01,BS,3,"376, 122, 249",0.012,WBS,3,"127, 249, 376",0.006
0.001638064,BIC,3,"124, 251, 372",0.012,MBIC,3,"124, 251, 372",0.012,MDL,3,"124, 251, 372",0.012,BS,3,"375, 122, 249",0.014,WBS,3,"370, 249, 122",0.024
0.007205691,BIC,3,"123, 257, 378",0.022,MBIC,3,"123, 251, 378",0.01,MDL,3,"123, 257, 378",0.022,BS,3,"255, 121, 376",0.018,WBS,3,"121, 376, 255",0.018
-0.008676476,BIC,3,"132, 250, 376",0.014,MBIC,3,"132, 250, 374",0.018,MDL,3,"122, 250, 376",0.01,BS,3,"130, 374, 248",0.018,WBS,3,"248, 374, 130",0.018
-0.002690237,BIC,3,"122, 254, 377",0.016,MBIC,3,"122, 256, 377",0.02,MDL,3,"122, 254, 376",0.014,BS,1,120,2.012,WBS,3,"120, 252, 375",0.016
-0.02833852,BIC,3,"116, 244, 381",0.044,MBIC,3,"116, 246, 381",0.04,MDL,3,"116, 245, 381",0.042,BS,3,"114, 379, 249",0.034,WBS,3,"242, 379, 114",0.048
0.026860316,BIC,3,"126, 240, 377",0.024,MBIC,3,"126, 239, 377",0.026,MDL,3,"126, 239, 377",0.026,BS,3,"124, 375, 237",0.034,WBS,3,"124, 237, 375",0.034
0.033543373,BIC,3,"127, 253, 378",0.01,MBIC,3,"128, 249, 378",0.012,MDL,3,"127, 255, 378",0.014,BS,1,395,2.038,WBS,3,"376, 250, 126",0.002
0.0012691,BIC,3,"126, 249, 378",0.008,MBIC,3,"126, 249, 373",0.01,MDL,3,"125, 251, 375",0.004,BS,1,382,2.012,WBS,3,"373, 247, 124",0.018
0.017833994,BIC,3,"123, 252, 376",0.008,MBIC,3,"123, 252, 377",0.01,MDL,3,"123, 252, 377",0.01,BS,3,"375, 121, 244",0.026,WBS,3,"121, 250, 375",0.014
0.020728149,BIC,3,"127, 250, 371",0.014,MBIC,3,"124, 250, 373",0.012,MDL,3,"127, 248, 373",0.014,BS,3,"125, 408, 249",0.07,WBS,3,"246, 371, 125",0.022
0.096278991,BIC,3,"121, 240, 379",0.038,MBIC,3,"122, 240, 379",0.036,MDL,3,"122, 240, 379",0.036,BS,3,"381, 252, 119",0.026,WBS,3,"377, 238, 119",0.042
-0.003626499,BIC,3,"126, 250, 376",0.002,MBIC,3,"127, 251, 376",0.002,MDL,3,"125, 253, 376",0.006,BS,3,"374, 124, 249",0.012,WBS,3,"249, 125, 374",0.01
-0.026230302,BIC,3,"123, 253, 369",0.024,MBIC,3,"127, 253, 369",0.02,MDL,3,"123, 253, 369",0.024,BS,3,"251, 367, 121",0.028,WBS,3,"367, 121, 251",0.028
0.037077364,BIC,3,"126, 252, 343",0.068,MBIC,3,"126, 251, 343",0.066,MDL,3,"126, 252, 343",0.068,BS,1,124,2.004,WBS,3,"124, 341, 250",0.076
0.015623732,BIC,3,"125, 261, 379",0.028,MBIC,3,"125, 261, 379",0.028,MDL,3,"125, 261, 380",0.03,BS,3,"123, 378, 287",0.082,WBS,3,"377, 259, 123",0.024
-0.037585581,BIC,3,"125, 251, 377",0.004,MBIC,3,"120, 254, 377",0.02,MDL,3,"126, 251, 377",0.002,BS,3,"118, 375, 210",0.1,WBS,3,"123, 249, 375",0.012
0.00924239,BIC,3,"125, 252, 372",0.012,MBIC,3,"128, 252, 372",0.014,MDL,3,"125, 252, 372",0.012,BS,3,"123, 381, 250",0.018,WBS,3,"250, 368, 123",0.024
0.002423008,BIC,4,"23, 126, 250, 375",1.004,MBIC,3,"127, 254, 375",0.01,MDL,4,"23, 126, 254, 375",1.008,BS,3,"373, 124, 249",0.014,WBS,3,"124, 252, 373",0.012
0.028179627,BIC,3,"127, 228, 375",0.05,MBIC,3,"127, 228, 377",0.05,MDL,3,"127, 228, 375",0.05,BS,3,"125, 373, 256",0.018,WBS,3,"373, 125, 226",0.058
0.01743426,BIC,3,"123, 252, 374",0.012,MBIC,3,"128, 252, 374",0.01,MDL,3,"128, 252, 374",0.01,BS,3,"372, 126, 218",0.074,WBS,3,"126, 250, 372",0.01
0.09010828,BIC,3,"123, 255, 376",0.014,MBIC,3,"127, 254, 379",0.014,MDL,3,"119, 254, 376",0.02,BS,1,394,2.036,WBS,3,"374, 252, 121",0.016
-0.091029544,BIC,3,"126, 248, 352",0.054,MBIC,3,"128, 248, 352",0.058,MDL,3,"125, 243, 352",0.066,BS,4,"124, 181, 371, 246",1.024,WBS,3,"124, 246, 371",0.024
0.083939053,BIC,3,"125, 247, 376",0.01,MBIC,3,"125, 247, 376",0.01,MDL,3,"125, 247, 376",0.01,BS,3,"374, 123, 221",0.07,WBS,3,"123, 245, 374",0.022
-0.072238143,BIC,3,"118, 259, 377",0.034,MBIC,3,"118, 259, 377",0.034,MDL,3,"118, 259, 377",0.034,BS,3,"116, 375, 257",0.034,WBS,3,"116, 257, 375",0.034
0.025580118,BIC,3,"126, 254, 376",0.006,MBIC,3,"127, 254, 376",0.008,MDL,3,"125, 254, 376",0.008,BS,1,404,2.056,WBS,3,"374, 252, 123",0.012
0.012813664,BIC,3,"125, 255, 376",0.01,MBIC,3,"125, 255, 376",0.01,MDL,3,"125, 256, 376",0.012,BS,3,"123, 374, 253",0.014,WBS,3,"374, 253, 123",0.014
-0.00888893,BIC,3,"130, 257, 379",0.026,MBIC,3,"127, 257, 379",0.02,MDL,3,"126, 251, 379",0.006,BS,3,"125, 377, 267",0.036,WBS,3,"255, 377, 125",0.012
0.020418795,BIC,3,"129, 248, 376",0.012,MBIC,3,"128, 251, 376",0.004,MDL,3,"129, 251, 376",0.006,BS,3,"126, 374, 246",0.014,WBS,3,"126, 249, 374",0.008
0.033425646,BIC,3,"132, 250, 376",0.014,MBIC,3,"126, 252, 376",0.002,MDL,3,"126, 252, 376",0.002,BS,3,"374, 124, 250",0.01,WBS,3,"124, 250, 374",0.01
